filename,total_points,total_distance_km,raw_elevation_gain_m,raw_elevation_loss_m,raw_gain_loss_ratio,gain_10m,loss_10m,ratio_10m,gain_25m,loss_25m,ratio_25m,gain_50m,loss_50m,ratio_50m,official_elevation_gain_m,accuracy_raw,accuracy_10m,accuracy_25m,accuracy_50m,noise_level,gradient_issues,data_quality_score
JAT_120_km_2fc5df2fe0.gpx,5146,123.517779839064,7449.59999999999,7124.6,1.04561659601942,6622.60123712507,6298.30519717659,1.05148941338915,5942,5620,1.05744367283512,5503.22973516866,5181.85256664186,1.06201974378732,5940,125.414141414141,111.491603318604,100,92.6469652385296,High,383,45
le-brin-de-folie.gpx,2520,27.6151357897655,1828,1828,1,1021.36502140432,1021.36502140432,1,919,919,0.999811690611604,792.557471112341,793.386122295947,0.9989555511997,919,198.911860718172,111.138740087521,100,86.2412917423657,Medium,408,60
2025_MYULTRA_MY_100_CLEAN_c1be1715b0.gpx,4385,93.9197531033944,7765,7770,0.999356499356499,5405.4176907364,5411.24151351163,0.998923754787014,4884,4890,0.998676650955668,4564.84910703303,4571.58074204311,0.998527503856997,4890,158.79345603272,110.540239074364,100,93.3506974853381,High,915,45
montan-aspe-2025-le-raid-aspois-2025.gpx,4699,59.1279456297166,5595,5595,1,4258.37219241683,4258.37219241683,1,4088,4088,0.999976456989465,3939.76349465413,3939.74636467863,1.00000434798942,4096,136.5966796875,103.964164853926,100,96.1856321937043,High,1094,45
GPX 2025 O-SEE 100k 2025.gpx,2828,100.096586233304,4133,4133,1,3892.62634173234,3892.06083364283,1.0001452978547,3642,3641,1.00038213755237,3359.44606146133,3357.18616045883,1.00067315331783,3654,113.108921729611,106.530551224202,100,91.9388632036488,High,87,45
montan-aspe-2025-la-rando-2025-bergout-via-le-poey.gpx,742,14.6364755660326,1134,1134,1,987.861468065736,987.861468065736,1,954,954,1.0004168655283,931.112219223066,930.34288598035,1.0008269351594,959,118.248175182482,103.009537858784,99,97.0919936624678,High,133,45
montan-aspe-2025-la-ronde-de-bergout-2025.gpx,836,16.5311721214697,1190,1190,1,1030.01657770136,1030.01657770136,0.999999999999999,994,994,0.999664633007859,965.75667520663,966.423341873297,0.999310171187117,1000,119,103.001657770135,99,96.575667520663,High,135,45
6k_torrencial_e084d18def.gpx,548,6.38876408708196,202,202,1,159.434932154281,158.155761420186,1.00808804385379,149,146,1.01719312888584,136.797613841325,133.538152559248,1.02440846469425,150,134.666666666667,106.289954769521,99,91.1984092275502,Medium,22,68
Ultrak18.gpx,3529,18.8031326077274,1101.64,1093.64,1.00731502139644,1099.07560839807,1091.20266324517,1.00721492479635,1091,1084,1.00718396562093,1067.70611465049,1059.76007667121,1.00749795935345,1100,100.149090909091,99.9159643998244,99,97.064192240954,Low,687,70
RT_2025_47643f828c.gpx,5248,66.7348044500229,6309.40012207033,6310.4001220703,0.999841531443233,4176.9296128365,4178.2842387994,0.99967579372645,3864,3864,1.00007047817407,3645.30697846011,3642.75924352137,1.0006993970143,3900,161.779490309496,107.1007593035,99,93.4694097041053,High,937,45
trail-de-haute-provence-2025-thp120.gpx,12878,125.353828441526,8241,8281,0.995169665499336,6099.81673339825,6139.80544903234,0.993486973493534,5805,5845,0.993172821044671,5509.15076171755,5547.21300006258,0.993138493448044,5860,140.631399317406,104.09243572352,99,94.0128116334053,Medium,1622,60
mozart100_HALF.gpx,2292,22.4426924757972,1387.81,1690.73,0.820834787340379,1177.61825197047,1478.53135404828,0.796478376157597,988,1287,0.767950996192621,876.243045925961,1174.50212497293,0.746054883422333,1000,138.781,117.761825197047,99,87.6243045925961,Medium,317,60
la-petite-barjo.gpx,775,14.8581474153265,688,687,1.00145560407569,544.913211735159,544.365520869033,1.00100610866252,507,506,1.00028712909852,459.766982262772,460.367383701477,0.998695821076902,513,134.11306042885,106.220898973715,99,89.6231934235423,Medium,68,60
hochkoenigman-endurane-trail-original.gpx,6578,82.2942334142794,6356,6356,1,5193.94142661206,5194.94142661205,0.99980750504811,4947,4948,0.999672522584007,4686.84682409629,4691.24228844463,0.999063048958445,5030,126.361829025845,103.259272894872,98,93.1778692663279,High,1152,45
kagaspa50_060225_correctedelevation_639b8dee54.gpx,1689,55.1643652318264,3592.08,3592.781,0.999804886521054,3176.1305719512,3176.58287004859,0.999857614891255,2671,2671,0.999985859524952,2273.65851163939,2274.00201815579,0.999848941859481,2717,132.207581891793,116.898438422937,98,83.6826835347587,High,117,45
Claudia_Augusta_Altinate_Trail_14.gpx,1942,13.572133943724,815.547013318317,814.86025909778,1.0008427877208,801.314554903879,800.43467159757,1.00109925686322,785,785,1.00047668553824,770.463130823849,769.599214940269,1.00112255296888,800,101.94337666479,100.164319362985,98,96.3078913529811,Medium,163,60
la-barjo-50.gpx,2661,48.907995616749,2036,2036,1,1351.58973130194,1351.35570784055,1.00017317680314,1165,1165,0.999982045835692,964.796165715071,966.67407633565,0.998057348731542,1188,171.380471380471,113.77017940252,98,81.2117984608646,Medium,234,60
Texport50.gpx,3127,50.5024647948277,3324,3324,1,3095.45747653211,3095.45747653211,1,2926,2926,1,2770.20695618286,2770.20695618286,1,2985,111.356783919598,103.700417974275,98,92.8042531384542,High,369,45
hochkoenigman-skyrace-original.gpx,1083,29.304943455036,2610,2610,1,2575.96380862484,2575.92374293389,1.0000155539119,2529,2529,1.00003832744372,2450.89143054836,2450.43291142775,1.00018711759807,2580,101.162790697674,99.8435584738312,98,94.9957918817195,High,148,45
hochkoenigman-k3-panorama-trail.gpx,2148,32.4070623084828,2382,2382,1,2106.77860393458,2107.32921459079,0.999738716356042,2052,2054,0.999422491340718,1991.59833669405,1994.48188248686,0.998554238161734,2094,113.753581661891,100.610248516456,98,95.1097581993337,High,310,45
KAT_100miles.gpx,6094,165.671481221902,10192,10192,1,10019.7713448008,10020.1935714973,0.999957862421166,9701,9704,0.999732691736255,9361.588181201,9366.81714249919,0.999441756872303,9900,102.949494949495,101.209811563644,98,94.5614967798081,High,380,45
vut90_2024.gpx,6248,89.3812731773124,6808.43800000002,6695.63,1.01684800384729,6149.2657413093,6037.17349754779,1.01856700719418,5870,5758,1.01945053576173,5594.98132884748,5482.5897485519,1.02049972466484,6000,113.473966666667,102.487762355155,98,93.2496888141247,High,1078,45
torrencial_37k_ok_1_b33fdba1a3.gpx,1630,37.1986467645999,1376,1375,1.00072727272727,1161.21431251078,1159.52315910801,1.00145849040572,1076,1074,1.00159684902283,981.288535168395,979.97524347571,1.00134012741794,1100,125.090909090909,105.56493750098,98,89.2080486516723,Medium,88,60
2024_Speedgoat_Mountain_Races_by_UTMB_28k_Course_3a1dde400f.gpx,1531,30.8917858438126,2315,2305.51,1.00411622591097,2095.5995069295,2084.58586075951,1.00528337372775,1954,1942,1.00580698188437,1837.5708952351,1826.92915401307,1.00582493371385,2000,115.75,104.779975346475,98,91.8785447617548,High,138,45
Vesuvio 30k-2025.gpx,4518,30.062771996186,2277.50774902347,2277.50774902347,1,2101.34279062571,2100.98954101288,1.00016813487451,1990,1989,1.0004670967088,1891.44845475192,1890.53625539759,1.0004825082575,2040,111.642536716837,103.006999540476,98,92.7180615074469,Medium,263,60
tokyo-grand-trail-2025-110km.gpx,5656,113.758080587609,10029,10029,1,8172.83554187507,8173.25543750027,0.999948625657377,7595,7596,0.999852822748137,6907.87597180369,6909.73986937282,0.999730250688975,7789,128.758505584799,104.927918113687,98,88.6875846938463,High,1092,45
2025_MYULTRA_MY_50_CLEAN_9b15cbb2f9.gpx,3558,53.4684809156088,3677,3681,0.99891333876664,2396.93353450934,2401.600201176,0.998056851151005,2160,2165,0.99788464641383,1941.99097272769,1947.32430606102,0.997261199217443,2216,165.929602888087,108.164870690855,97,87.6349716934877,High,689,45
Kodiak_Ultra_Marathons_by_UTMB_100k.gpx,3420,98.6044984122405,2983.781,2982.461,1.00044258751414,2569.27769086478,2567.79492939821,1.00057744543756,2291,2290,1.00062002167368,2142.70653387767,2141.15659654948,1.00072387854802,2350,126.969404255319,109.330965568714,97,91.1790014416028,Medium,5,85
TRANS_INT_160.gpx,14624,169.317818732276,11030.0472116672,11013.9362238742,1.00146278201231,9748.03491074057,9732.00318423172,1.00164732031067,8753,8736,1.00184754887925,7932.52670704754,7917.55878282304,1.001890472131,8980,122.829033537496,108.552727291098,97,88.3354867154515,Medium,865,60
SUTHEP_20.gpx,2098,23.2595283347459,1325.021,1327.398,0.998209278603706,1232.57485497823,1234.96182291126,0.998067172694127,1160,1162,0.998160056191032,1093.80301310788,1097.06363529242,0.997027864127807,1190,111.346302521008,103.577718905733,97,91.9162195888979,Medium,119,60
UTMB_24_35k_Inicio_Jabaquara_3_8bfc7df3d6.gpx,12861,35.4264141367276,1312.90009998087,1312.70009969474,1.00015235794236,1212.04682208907,1211.98015532703,1.00005500647989,1121,1120,1.00006824931134,1026.33761641548,1025.44898493595,1.00086657795033,1150,114.165226085293,105.395375833832,97,89.2467492535197,Low,779,70
MtEsjaUltra2021.gpx,7696,43.1837561081434,3746.19999999994,3831.39999999997,0.977762697708401,3609.22297203333,3693.41312344102,0.977205325103395,3488,3570,0.977090612180907,3314.5859223755,3391.26590972454,0.977388978219268,3580,104.642458100557,100.816284135009,97,92.5861989490364,Medium,1403,60
hochkoenigman-business-trail-24.gpx,125,3.6744910871516,126,126,1,123.091408282967,123.566169656779,0.996157836929553,117,118,0.987693060530819,112.997758510393,115.259421997621,0.980377625984672,120,105,102.576173569139,97,94.1647987586609,High,1,74
tdg12k.gpx,870,11.4671701762592,846.100067138672,845.900054931641,1.0002364489822,810.443184316774,809.138015802435,1.00161303571066,798,795,1.0042864657625,780.560153119342,775.623801529154,1.00636436321378,820,103.182935016911,98.8345346727773,97,95.1902625755295,High,51,45
2024_Speedgoat_Mountain_Races_by_UTMB_50k_Course_80b5c5f415.gpx,2382,50.3413229517055,3866.21,3866.29,0.999979308329173,3545.96721664925,3545.63993182629,1.00009230627736,3353,3349,1.00113770066156,3199.88451977399,3194.090936388,1.0018138442209,3450,112.064057971015,102.781658453601,97,92.7502759354781,High,204,45
