filename,total_points,total_distance_km,raw_elevation_gain_m,raw_elevation_loss_m,raw_gain_loss_ratio,gain_10m,loss_10m,ratio_10m,gain_25m,loss_25m,ratio_25m,gain_50m,loss_50m,ratio_50m,official_elevation_gain_m,accuracy_raw,accuracy_10m,accuracy_25m,accuracy_50m,noise_level,gradient_issues,data_quality_score
t293880441_ts 52 2024(1).gpx,2916,54.1157817073425,3870.97676000001,3871.17676,0.999948336122994,3568.98871129929,3571.92558382163,0.999177790115326,3399,3406,0.998012637545445,3258.86001508425,3269.68672592977,0.996688762027367,3500,110.599336,101.971106037123,97,93.1102861452643,High,292,45
Trail-Hautacam-45-km.gpx,2191,44.3632777463391,2704,2704,1,2666.90341910736,2666.63228663731,1.00010167598713,2583,2582,1.00029436035351,2483.21045484921,2482.75328762363,1.00018413719473,2660,101.654135338346,100.259527034111,97,93.3537764980908,High,237,45
Kat100_speed_trail.gpx,1790,23.5595613173206,1658,1656,1.0012077294686,1636.60825902596,1633.77982631647,1.00173122024396,1601,1596,1.00288610540881,1533.39302447695,1525.45256234926,1.00520531567069,1650,100.484848484848,99.1883793349064,97,92.9329105743606,High,306,45
X-Alpine.gpx,8311,137.766085628736,9466.79998779297,9468.49996948242,0.999820459239063,9272.50932657095,9273.2819225339,0.999916685810978,9019,9019,0.999992875459529,8711.41753805297,8711.65403863974,0.999972852389945,9300,101.793548255838,99.7044013609779,97,93.6711563231502,Medium,642,60
kagaspa100_corrected_ele_20241108_6bebb3a177.gpx,13711,97.3604558846224,7967,7967,1,6902.70129889059,6902.75167327648,0.999992702274647,5962,5961,1.0000539945572,5207.38606843146,5206.55714701796,1.00015920720547,6148,129.586857514639,112.275557886965,97,84.700489076634,Medium,2516,60
JAT_50_km_2024_start_Zavrsnica_jezero_A1_2f19894782.gpx,2327,52.2633616377828,3330.4,3152.99999999999,1.05626387567396,2947.12066008476,2770.36110031147,1.06380379790686,2618,2443,1.07168229616523,2430.38447330201,2258.15536618218,1.07626982168681,2700,123.348148148148,109.152617040176,97,90.0142397519261,High,193,45
Kodiak_Ultra_Marathons_by_UTMB_100_mile.gpx,4563,156.239489126527,4768.87099999999,4766.76100000001,1.00044264858255,4297.81507554692,4295.34561985867,1.00057491431582,3975,3972,1.0006931250002,3740.7516422576,3736.71504033971,1.00108025414684,4100,116.313926829268,104.824757940169,97,91.2378449331122,High,11,64
la-barjo-et-le-raid-de-l-archange-2025-raid-de-l-archange-etape-3.gpx,6211,99.612063318355,3648,3495,1.04377682403433,2112.05586734207,1960.01657313322,1.0775704125633,1575,1424,1.10616667163238,1162.87298642256,1011.21159876594,1.14997987349207,1627,224.216349108789,129.81289903762,97,71.4734472294139,Medium,511,60
UTMB_24_58k_trilha_Dera_1_1681834781.gpx,12338,57.5210926436427,3675.40000257487,3673.00000247953,1.000653416851,3431.92426623649,3428.95266148559,1.00086662169014,3286,3282,1.00124285086807,3163.28111017729,3159.07473665979,1.0013315207357,3400,108.100000075732,100.938949006956,97,93.0376797110966,Medium,1393,60
Oravaman.gpx,4049,19.3606518200138,1261.59936523438,1252.19934082031,1.00750681150168,1233.11137047091,1223.58562994464,1.00778510330062,1206,1197,1.00777378154132,1177.40102248555,1168.33267801468,1.007761782788,1250,100.92794921875,98.6489096376726,97,94.1920817988438,Low,701,70
Trail_21k_Includes_Aid_Stations_2024_db8c8ccd98.gpx,18079,21.5478901389518,2013.1,2012.5,1.00029813664596,1781.91134285757,1781.2878206097,1.00035004014548,1737,1736,1.00038923054041,1683.7050883922,1682.0936255276,1.00095801020831,1800,111.838888888889,98.9950746031983,96,93.5391715773443,Low,1416,70
TL_20k_2025_c52a307649.gpx,847,25.3853257053315,1874,1874,1,1555.64033763456,1555.50050612709,1.00008989486466,1447,1447,1.00006205660448,1370.03455152186,1370.32393919501,0.999788818056168,1500,124.933333333333,103.709355842304,96,91.3356367681237,High,135,45
X-Plore.gpx,4175,27.6899155796037,1867.60000610352,1865.69998168945,1.00101839761629,1711.91487133757,1709.64909168066,1.00132528930524,1638,1635,1.00162964272659,1584.04117504034,1580.25571730003,1.00239547163087,1700,109.858823888442,100.700874784563,96,93.1788926494317,Medium,428,60
TL_100k_2025_dee77036fd.gpx,2702,77.3218605032263,5697,5697,1,4362.31792086334,4362.31792086333,1,3852,3852,1.00010033496963,3462.02396045861,3461.02396045861,1.00028893183388,4000,142.425,109.057948021584,96,86.5505990114653,High,460,45
E35_2024_696106d690.gpx,1276,34.5728953658433,2542,2411,1.05433430111987,2479.28763137777,2348.48081540089,1.05569848180963,2403,2272,1.05750095833405,2313.52240613748,2180.18907280415,1.06115677534419,2500,101.68,99.1715052551107,96,92.5408962454994,High,140,45
2025_MYULTRA_MY_25_CLEAN_64581e4ad1.gpx,2073,25.6618697484509,2222,2226,0.998203054806828,1368.94388524575,1373.16772116202,0.996924020386463,1202,1207,0.995903621612483,1099.51474449458,1105.46015284707,0.994621779593614,1252,177.476038338658,109.340565914198,96,87.8206664931775,High,467,45
Lavaredo120_K_f66dabccea.gpx,14093,120.249332877819,6311.70924870308,6301.1392487031,1.00167747443483,5848.90361664935,5838.43520578691,1.00179301653499,5565,5555,1.0018361944824,5317.61568738402,5304.22232732728,1.002525037457,5800,108.822573253501,100.843165804299,96,91.683029092828,Medium,1313,60
2024_wild113k_officiel_96ddad34e6.gpx,11015,111.791129906935,6796.09970092773,6796.29971313477,0.99997057042575,6511.65033952177,6511.42297132072,1.00003491835841,6319,6319,1.0000334236358,6137.17790834521,6136.16249008761,1.00016548099227,6600,102.971207589814,98.6613687806329,96,92.9875440658365,Medium,682,60
IrbisRace25_32461738921725.gpx,22400,40.4297518705595,3830.8,3841.20000000001,0.997292512756428,3680.27117955658,3688.42419271928,0.997789567377094,3536,3545,0.997507539775116,3370.26856958039,3375.40701490211,0.998477681269536,3700,103.535135135135,99.4667886366643,96,91.0883397183889,Low,5497,70
X-Traverse.gpx,7342,75.3827666318721,5572.19973754883,5685.29974365234,0.980106588710685,5281.33807009996,5394.24886524407,0.979068300709742,5065,5177,0.978457893597786,4838.68693582543,4948.04636337402,0.977898463450529,5300,105.135844104695,99.6478881150936,96,91.2959799212345,Medium,532,60
2025_Desert_Rats_Trail_Running_Festival_by_UTMB_10k_Course_e4a08e328e.gpx,811,9.57669799975036,281.465999999999,281.214999999999,1.00089255551802,228.626050511617,228.539735427073,1.00037768086317,191,191,1.0011110456284,162.10138088602,162.117840449397,0.999898471609719,200,140.733,114.313025255809,95,81.05069044301,Medium,6,84
12k_torrencial_9b64ac410c.gpx,1123,12.1803797882078,433,433,1,327.147706191312,326.166795822709,1.00300738879973,286,284,1.00820869711308,243.084918215371,239.876181809723,1.0133766361522,300,144.333333333333,109.049235397104,95,81.0283060717904,Medium,57,60
2025_Canyons_Endurance_Runs_by_UTMB_100k_Course_Alternate_013bd61cda.gpx,4205,98.4274434339013,4151.25400000001,5293.60400000002,0.784201840560797,3804.97186201387,4947.66945428757,0.769043263129988,3573,4716,0.75767983516058,3355.55143750928,4497.44326391457,0.746102005206533,3750,110.700106666667,101.46591632037,95,89.481371666914,High,156,30
mrw_utmb_100_m.gpx,8743,119.078394227737,8974.75526999999,8174.35527000001,1.09791597912773,8305.01027687078,7504.95396230894,1.1066037604734,8001,7201,1.11109196054759,7734.6128366757,6934.68034179721,1.11535246838374,8400,106.842324642857,98.8691699627474,95,92.0787242461393,High,1083,45
mrw_utmb_100_m_AGG_24_MAG_222dc89847.gpx,8743,119.078394227737,8974.75526999999,8174.35527000001,1.09791597912773,8305.01027687078,7504.95396230894,1.1066037604734,8001,7201,1.11109196054759,7734.6128366757,6934.68034179721,1.11535246838374,8400,106.842324642857,98.8691699627474,95,92.0787242461393,High,1083,45
the-arctic-triple-lofoten-ultra-trail-50-miles.gpx,12865,87.2867450334119,4349.27961469651,4361.26398969651,0.997252086773856,3627.41912921294,3639.36917122661,0.996716452370882,3333,3345,0.996464806890189,3033.79804365741,3045.60933276636,0.996121863371683,3500,124.265131848472,103.640546548941,95,86.6799441044975,Medium,1742,60
CMT_46.gpx,8474,45.8954368048727,1937.09765625,1937.25,0.999921360820751,1764.72528776001,1764.53577471084,1.00010740108072,1617,1619,0.998872369797126,1499.15133524662,1501.31299881907,0.998560151298131,1700,113.946920955882,103.807369868236,95,88.185372661566,Low,6,94
KAT_Easy_Trail.gpx,710,8.0705703437776,259,260,0.996153846153846,247.750219737716,248.750219737716,0.995979903048711,238,239,0.994765071331708,218.760304273747,222.220354800275,0.984429641786697,250,103.6,99.1000878950864,95,87.5041217094989,Medium,47,60
peaks-merlin-middle-2025.gpx,625,28.2311503217801,642.1,642.100000000001,0.999999999999999,609.588618184102,609.569567662726,1.00003125241545,570,570,1.00009335179908,531.044588730196,530.89551887051,1.00028078944799,600,107.016666666667,101.598103030684,95,88.5074314550326,High,0,75
PDA_2024_b0233ba7ee.gpx,12039,53.7931349802102,3728.453125,4016.3984375,0.928307582780748,3301.86365615847,3589.21831320957,0.919939487661273,3135,3422,0.91604394705872,3028.28291591644,3317.06191314765,0.912941330372341,3300,112.983428030303,100.056474429045,95,91.7661489671648,Medium,1019,60
TRACK_Travesera-OFICIAL.gpx,5887,70.8329257526174,6585.5203125,6595.5203125,0.998483819391618,6384.52165539578,6407.49311075499,0.99641490752122,6222,6247,0.996096395392202,6005.05073372129,6028.38234316445,0.996129706426201,6560,100.389029153963,97.3250252346918,95,91.5404075262392,High,884,45
Lavaredo50_K_6b9b57cbde.gpx,6058,47.7654926557302,2823.44265178125,2812.87265178125,1.00375772432972,2607.33703735294,2596.82674424286,1.00404736016116,2466,2455,1.00417447348081,2341.47464264035,2331.22464264035,1.00439683066682,2600,108.593948145433,100.282193744344,95,90.056717024629,Medium,715,60
2024_wild70k_officiel_f753e23b7c.gpx,6761,68.5595409526249,4643.49987792969,4315.79989624023,1.07593030019184,4474.23155204199,4145.9655919112,1.07917720319996,4362,4034,1.08130103949891,4254.88484825414,3926.52359297511,1.08362645671262,4600,100.945649520211,97.2659033052607,95,92.497496701177,Medium,463,60
2024_wild25k_officiel_c60f18e9f4.gpx,2925,26.4508279944058,1281.0998840332,1162.29986572266,1.10221116066006,1203.50713413932,1084.99371845784,1.10922958692326,1137,1019,1.11607356665132,1072.16484744995,954.604425296181,1.12315092936772,1200,106.758323669434,100.292261178277,95,89.3470706208289,Medium,53,60
Ultra105_K_2024_W_aa29ab62c4.gpx,3910,104.075418595249,7616,7617,0.99986871471708,6998.17380440195,6999.18032011841,0.999856195201377,6538,6539,0.999820513793926,6227.70113166056,6230.29728076328,0.999583302531849,6900,110.376811594203,101.422808759449,95,90.2565381400081,High,442,45
2024_Speedgoat_Mountain_Races_by_UTMB_10k_Course_b9ba3159b0.gpx,430,9.23074028995082,583.689999999999,574.219999999999,1.0164919368883,520.104087344278,509.238733336594,1.02133646420902,474,463,1.02222629541332,442.14858029197,432.293757974379,1.02279658712577,500,116.738,104.020817468856,95,88.4297160583939,High,27,48
2024_Kodiak_Ultra_Marathons_by_UTMB_50k_Course_5c997f1fd3.gpx,1590,49.6716676949916,1398.282,1398.653,0.999734744786591,1240.67916425551,1240.88507002599,0.999834065397795,1135,1134,1.00051257211902,1078.22569820454,1077.55790502124,1.00061972835074,1200,116.5235,103.389930354626,95,89.852141517045,Medium,2,88
W30_ufficiale22.gpx,3139,30.162835317428,2772,2877,0.963503649635037,2520.13526608461,2625.30076139776,0.959941543894898,2429,2534,0.958405949412194,2354.4857594661,2460.27385192988,0.957001497056599,2570,107.859922178988,98.059737979946,95,91.6142318858405,Medium,704,60
t293879757_ts42 2024(2).gpx,2474,43.9811651652884,2743.23904,2745.83904000001,0.999053112741815,2426.46023556447,2431.27811107368,0.998018377458641,2267,2275,0.996487120551829,2161.12729598213,2174.47468568687,0.993861786576502,2400,114.301626666667,101.102509815186,94,90.0469706659222,High,193,45
peaks-merlin-long-2025.gpx,1456,54.7089647408846,1340.6,1340.6,0.999999999999999,1248.36575577003,1248.34367621983,1.00001768707659,1145,1145,1.00003454981581,1047.35762318708,1047.36410534244,0.999993810981943,1214,110.428336079077,102.830787130975,94,86.273280328425,High,0,75
utmb_100k_AGG_16_mag_25_mrw_e30210677b.gpx,6836,80.5022098223661,6867.99772000002,5833.59772,1.17731767764062,6245.38194147672,5211.2873218671,1.19843362220127,5986,4949,1.20961477350623,5793.5997929937,4756.51852634497,1.21803368596267,6350,108.157444409449,98.3524715193184,94,91.2377920156487,High,1182,45
E101_2024_ab0382dc7c.gpx,3628,96.1949384698818,6638,6639,0.999849374905859,6493.4485545529,6495.18178195264,0.99973315182578,6303,6305,0.999767960567127,6068.44033780338,6067.30073206269,1.00018782746909,6700,99.0746268656717,96.9171426052672,94,90.573736385125,High,310,45
t175947302_tschirgantskyrun ts26neu (2)..gpx,1788,26.6166660943363,2014.9,2014.8,1.00004963271789,1855.76250906566,1855.51955351195,1.00013093667121,1786,1787,0.999794783583403,1742.19463223134,1744.09562055419,0.998910043520295,1900,106.047368421053,97.6717110034556,94,91.6944543279651,High,208,45
AktasTrail25_45001738921894.gpx,5934,16.4924069609843,1995.5,1990.1,1.00271343148586,1393.04428862968,1389.36727008642,1.00264654179095,1221,1219,1.00179875624728,1130.51362027895,1131.18331082504,0.999407973456044,1300,153.5,107.157252971514,94,86.9625861753039,Medium,1087,60
2025_Canyons_Endurance_Runs_by_UTMB_100_mile_Course_ALT_60104edc9c.gpx,6636,158.682287032194,6146.10100000002,7288.46000000001,0.843264695148222,5607.27860512162,6749.88032043769,0.830722670466256,5212,6354,0.820148347044354,4884.98874901707,6026.74018768043,0.810552404267026,5550,110.740558558559,101.032046939128,94,88.0178152976049,High,187,45
CWR_10_K.gpx,4077,11.3885144271121,536.568962890625,536.619744140625,0.999905368278833,421.521935517669,421.172779006393,1.00082901015611,375,377,0.995484717390526,331.891832233393,333.307921824257,0.995751407337956,400,134.142240722656,105.380483879417,94,82.9729580583483,Low,173,70
K31.gpx,1071,29.8902435902057,1770,1770,1,1736.87229088742,1736.38418749668,1.00028110333776,1698,1696,1.00124188206504,1656.71877839639,1650.53209431836,1.00374829674584,1816,97.4669603524229,95.6427472955627,93,91.2290076209466,High,59,45
K130-1.gpx,15504,125.903928459519,17650,17626,1.00136162487235,10119.7997346739,10094.8878099656,1.00246777628215,8874,8847,1.00309634105024,8248.14297004966,8217.74949676223,1.00369851542681,9500,185.789473684211,106.52420773341,93,86.8225575794701,High,3566,45
tdg40k.gpx,2841,39.2034596890241,3038.89993286133,3039.29992675781,0.999868392752896,2924.3666322548,2924.429495216,0.999978504196698,2828,2827,1.00027471276757,2757.46013775621,2756.03121550395,1.00051847099707,3033,100.194524657479,96.4182865893438,93,90.9152699556944,High,198,45
VDA_2024_5ab5a38e62.gpx,12476,159.817957225018,11251.23390625,11251.31203125,0.999993056365357,10028.2712293265,10029.0934608616,0.999918015368158,9319,9320,0.999858335229915,8837.36777225346,8838.09389293409,0.999917841936347,10000,112.5123390625,100.282712293265,93,88.3736777225346,High,1245,45
Grindstone_UTMB_100_mile.gpx,4230,167.765337271079,6277,6276,1.00015933715743,6167.27659923554,6166.3979230785,1.00014249423537,5964,5963,1.00011683640797,5674.00950777864,5673.47793067055,1.00009369510459,6400,98.078125,96.3636968630553,93,88.6563985590413,High,48,45
Ultrak10.gpx,1933,9.56513870534644,502.199951171875,502.799926757813,0.998806730959954,461.900981209402,462.537101712165,0.998624714643629,428,431,0.99467635820696,408.345391395725,413.23180043194,0.98817513794653,460,109.173902428668,100.413256784653,93,88.7707372599403,Low,172,70
TL_100_M_2025_9636b4cd38.gpx,2489,116.530260862621,6216,6216,1,5700.36856044342,5698.73968549183,1.00028583073478,5307,5306,1.00012427683641,4913.88320535433,4913.45314307819,1.00008752750125,5700,109.052631578947,100.006465972692,93,86.208477286918,High,210,45
wild_10k_officiel_73e5668148.gpx,792,9.7194558327087,505.699920654297,505.699920654297,1,480.862174203201,480.818891870255,1.00009001795411,465,465,1.00093561967368,448.136224369734,447.557333597273,1.00129344494885,500,101.139984130859,96.1724348406401,93,89.6272448739469,Medium,24,66
CHT_20_K.gpx,1764,19.8733234810539,848.1640625,848.25390625,0.999894083894765,791.634115051851,791.458349623002,1.00022207792606,743,745,0.99732415412475,697.763368480299,699.338397570145,0.997747829812693,800,106.0205078125,98.9542643814814,93,87.2204210600374,Medium,1,89
tdg29k.gpx,2178,28.3857474328034,2129.49990844727,2130.29989624023,0.99962447174955,2045.73296412206,2045.91605574058,0.999910508733725,1977,1976,1.00053302053477,1949.32332570189,1945.89064696678,1.00176406559149,2130,99.9765215233458,96.0438011324911,93,91.5175270282579,Medium,157,60
xterra-o-see-ultra-trail-2024-50k.gpx,1373,50.6080614833027,2448,2448,1,2288.1929007906,2287.76535321329,1.00018688436587,2132,2132,1.00024267333121,1962.02259103376,1961.56826135819,1.00023161553158,2300,106.434782608696,99.4866478604607,93,85.3053300449462,High,64,45
W70_ufficiale22.gpx,6882,70.17337350952,5706,5809,0.982268893096919,4953.39932619097,5056.73808568053,0.979564146345212,4631,4735,0.978074435285797,4412.27227652412,4516.80395049129,0.976857159373543,5000,114.12,99.0679865238194,93,88.2454455304823,Medium,1140,60
Lavaredo80_K_2025_Val_Marzon_Cortina_8000eae9e2.gpx,8986,79.1945789017477,4908.53690495311,4682.73440495312,1.04822022358585,4493.62452145719,4268.5951642455,1.05271742776091,4259,4037,1.05506521392198,4079.25057339533,3859.86332688758,1.05683808672175,4600,106.70732402072,97.6874895968955,93,88.6793602912027,Medium,1024,60
GPX 2025 O-SEE 25k 2025.gpx,743,25.0336703712913,1216,1216,1,1137.34033033475,1137.16977417361,1.00014998302365,1063,1063,1.00048043116975,1001.86926139055,1000.29481288047,1.00157398447918,1150,105.739130434783,98.8991591595432,92,87.1190662078739,High,33,45
2024_wild50k_officiel_1826c1e0df.gpx,5922,52.4552012708262,3367.49987792969,3219.0998840332,1.04609984133532,3162.27260959557,3014.01520890671,1.04918933396578,3045,2896,1.05125505568394,2952.12096828292,2802.95467615319,1.05321751842754,3300,102.045450846354,95.8264427150172,92,89.4582111600886,Medium,326,60
TT_2025_70d0b03ccb.gpx,2398,32.1479251945258,3507,3508,0.999714937286205,2407.62113926265,2408.91800654157,0.999461639094646,2213,2213,1.0002971659334,2046.69973300118,2043.53461857924,1.00154884306494,2400,146.125,100.317547469277,92,85.279155541716,High,530,45
UTMB_24_107k_pasto_areal_e_janela_chegada_ok_001_1_94e545f2d1.gpx,18689,106.729429918859,5057.70000438673,5040.90000457755,1.00333273816063,4715.6703757437,4698.87037593444,1.00357532735853,4459,4442,1.00379172797442,4211.0324400538,4194.02001500219,1.00405635285257,4850,104.282474317252,97.2303170256434,92,86.8254111351298,Medium,1830,60
UTC_2025_d905fb7c2a.gpx,13506,108.470157324602,8001.78576428186,7979.78576428184,1.0027569662457,6984.30593212287,6962.83633379641,1.0030834558357,6619,6596,1.00342345599354,6317.06265218837,6292.38751788772,1.00392142636328,7200,111.135913392804,97.004249057262,92,87.736981280394,Medium,1024,60
Vesuvio 18k-2025.gpx,1242,18.0630551910054,1282.35061279297,1282.35061279297,1,1140.6492263099,1140.25988773676,1.00034144722385,1038,1037,1.00091549722171,958.116278866168,957.187764724485,1.00097004388888,1130,113.482355114422,100.942409407955,92,84.7890512270945,High,87,45
TalgarTrail25_56211738921774.gpx,10735,19.9796758556335,2323.2,691.200000000001,3.36111111111111,2315.31108693243,680.701424409272,3.40136071985116,2296,660,3.48005779586803,2250.29524765501,602.45278886524,3.73522255892216,2500,92.928,92.6124434772972,92,90.0118099062005,Low,55,55
Arc_12.gpx,247,18.9810184627053,578.755,485.737,1.19149869167883,524.937811915678,431.577197748087,1.21632425126891,459,365,1.25673868260457,384.622126335338,290.919324046708,1.32209205282488,500,115.751,104.987562383136,92,76.9244252670676,High,4,71
peaks-merlin-short-2025.gpx,248,9.59362720728259,271.8,271.8,1,260.858340900303,260.858340900302,1,248,248,1,237.385201801056,237.255148665876,1.0005481572725,271,100.29520295203,96.2576903691154,91,87.5960154247438,High,0,75
GPX 2025 O-SEE 50k 2025.gpx,1452,50.3877481522999,2472,2472,1,2298.65286347623,2298.26254590945,1.0001698315832,2136,2135,1.00035350570512,1964.34672190812,1962.59423759282,1.00089294276001,2340,105.641025641026,98.2330283536849,91,83.9464411071848,High,75,45
UTCC_120_K.gpx,29255,122.462911660465,6116.05084228516,6115.58599853516,1.00007600968249,5340.22723785602,5340.1211119821,1.00001987330843,4736,4739,0.999377211279534,4310.9708212854,4312.01250429901,0.999758423007222,5200,117.616362351638,102.696677651077,91,82.9032850247192,Medium,364,60
BostonMarathon2024.gpx,318,42.2868846562103,281,422,0.665876777251185,257.841480024122,396.842088112039,0.649733200555399,226,363,0.622939299523419,184.108864703001,318.849735627157,0.577415767150851,248,113.306451612903,103.968338719404,91,74.2374454447584,Medium,4,71
E51_2024_4583390aec.gpx,1841,50.9431874058117,2986,2987,0.999665215935721,2919.60369318999,2921.58373094169,0.999322272461088,2813,2816,0.998836551696485,2677.05797310662,2678.15891029595,0.999588920140212,3100,96.3225806451613,94.1807642964513,91,86.3567088098909,High,130,45
2024_Kodiak_Ultra_Marathons_by_UTMB_21k_Course_b14f220920.gpx,876,23.0772649577194,710.986000000002,710.189000000002,1.00112223647508,604.78797962761,603.726433866089,1.0017583224818,543,542,1.00166758341216,515.535732940528,513.474809074411,1.00401368057341,600,118.497666666667,100.797996604602,90,85.9226221567546,Medium,0,90
peaks-merlin-ultra-2025.gpx,2643,101.078206951214,2962.9,2962.9,1,2773.46538683356,2773.46538683358,0.999999999999993,2562,2562,0.999999999999999,2358.32974381464,2358.28395633811,1.00001941559091,2840,104.327464788732,97.6572319307592,90,83.0397797117832,High,6,69
15_km_utmb_2025_agg_20_mag_3089297a0b.gpx,1089,14.7501891475252,799.25493,798.25468,1.00125304620826,650.407351512708,649.446331941711,1.0014797520961,586,585,1.00153856302787,549.065468719747,548.294478072497,1.00140616161221,650,122.962296923077,100.062669463494,90,84.4716105722688,Medium,136,60
Claudia_Augusta_Altinate_Trail_21.gpx,7879,21.0115189643573,1129.6,1118.4,1.01001430615164,1107.72350692798,1096.20695064273,1.01050582308249,1081,1069,1.01122683371076,1053.35786093476,1040.98339760547,1.01188728211973,1200,94.1333333333332,92.3102922439982,90,87.7798217445637,Low,58,70
43_km_utmb_2025_agg_20_mag_cf7798e8a4.gpx,3858,40.4379648934641,3451.33607,3451.32698,1.00000263376958,3038.67675357585,3038.63604253432,1.00001339780117,2881,2881,1.00001441514092,2740.06981219261,2740.10929807083,0.999985589670366,3200,107.8542521875,94.9586485492454,90,85.6271816310191,Medium,798,60
NocnyJelen.gpx,3734,76.5249770581281,3375,3339,1.01078167115903,2777.42473983533,2741.42473983533,1.01313185785365,2406,2369,1.01533585406005,1931.88418884391,1895.01162237836,1.01945769937774,2672,126.309880239521,103.945536670484,90,72.3010549717032,Medium,190,60
CDH_2024_868f768a27.gpx,8103,108.666935045789,6950.8446875,6610.33,1.05151250958727,6185.92460974008,5846.96004929965,1.05797278544447,5756,5419,1.06224333933371,5470.51504154009,5133.19670930502,1.06571311238153,6400,108.606948242188,96.6550720271888,90,85.476797524064,Medium,573,60
TRACCIA-UKT-70K.gpx,10726,68.8844571283021,5170.7568359375,5170.48291015625,1.00005297876156,4649.00207622969,4648.96608225607,1.00000774236099,4260,4259,1.00010459478083,3947.07496918229,3945.29686901536,1.00045068856057,4750,108.858038651316,97.8737279206251,90,83.0963151406799,Medium,1814,60
ISTRIA_100.gpx,7290,166.828367007093,7443.30000000002,7735.70000000003,0.96220122290161,7026.49450872176,7319.02036460527,0.96003210247943,6665,6957,0.957930507967826,6343.91062370292,6635.68354843656,0.956029710789571,7437,100.084711577249,94.4802273594427,90,85.3020118825187,High,151,45
Vesuvio 50K-2025.gpx,6502,48.0576666443392,3872.73238362879,3872.73238362881,0.999999999999993,3519.62288270077,3518.75869617625,1.00024559414246,3315,3315,1.00016824369388,3145.25733740051,3144.69965675464,1.00017733987558,3700,104.668442800778,95.1249427756965,90,85.0069550648785,Medium,577,60
t207466148_tschirgantskyrun ts16(2).gpx,910,16.924816183705,947.300000000001,947.500000000001,0.999788918205805,857.892401537122,858.593400270738,0.999183549823007,805,808,0.997314938734189,778.858666515608,783.034158797751,0.994667547724159,900,105.255555555556,95.3213779485691,89,86.5398518350676,High,25,50
MUT_60.gpx,2382,57.410161070459,3314,3314,1,3002.15624318997,3002.0395766123,1.00003886243825,2726,2726,1.0001867046046,2520.27544296136,2520.14142988273,1.00005317680867,3050,108.655737704918,98.4313522357369,89,82.6319817364381,High,111,45
tl_50k_update_3fda83bc91.gpx,1504,50.3979187730205,3395,3395,1,2774.8128275449,2774.67299603743,1.00005039567101,2503,2502,1.00020877314355,2243.7225766424,2242.56172850456,1.00051764378348,2800,121.25,99.1004581266037,89,80.1329491658001,High,206,45
MUT_100_M.gpx,17609,163.931060371626,8883,8883,1,7956.15304802295,7956.12605729689,1.00000339244575,7233,7233,1.00001516867446,6672.72202810905,6672.43594425141,1.00004287547457,8100,109.666666666667,98.224111703987,89,82.3792842976426,Medium,2055,60
W15_ufficiale22.gpx,1474,14.7947599906745,1053,1157,0.910112359550562,740.137238250258,844.387231744556,0.876537695532284,623,728,0.856234025111108,551.19691651703,656.220012451308,0.839957493003048,700,150.428571428571,105.733891178608,89,78.7424166452899,Medium,243,60
Crono9.gpx,134,8.00891223927687,601.467,603.906,0.995961291989151,580.934990125618,589.966905944459,0.984690809386363,560,573,0.977257111713957,535.561136565845,553.820761599847,0.967029720985441,634,94.8686119873816,91.6301246254917,88,84.4733653889345,High,12,63
2025_Canyons_Endurance_Runs_by_UTMB_50k_Course_42b25d911a.gpx,2192,50.112892779102,1891.381,1891.432,0.999973036302652,1663.38976669265,1664.07198968368,0.99959002795837,1500,1502,0.998879072385993,1358.21274035177,1360.82663667521,0.998079184921139,1700,111.257705882353,97.8464568642735,88,79.8948670795159,Medium,40,60
TRACK_Traveserina_OFICIAL.gpx,3153,44.6062064523469,3089.08,3976.65,0.776804596834017,2899.15430220369,3784.93168461098,0.765972689544507,2780,3666,0.758412591567855,2649.49520163157,3533.40476774818,0.749841972766704,3160,97.7556962025316,91.7453893102434,88,83.8447848617585,High,278,30
MUT_Marathon_2025.gpx,1793,42.3862035264863,2510,2510,1,2248.13956050635,2248.0203250283,1.00005304021352,2014,2014,1.00011262871214,1843.16815250289,1842.3942732353,1.00042003998755,2300,109.130434782609,97.7451982828848,88,80.1377457609951,High,76,45
MUT_100_KM.gpx,4033,99.1731039386914,5103,5103,1,4687.57226154064,4687.79708005511,0.999952041756367,4238,4237,1.00011420244488,3863.31454454659,3863.0634998251,1.00006498591636,4850,105.216494845361,96.6509744647554,87,79.6559699906513,High,134,45
Vesuvio 75K-2025.gpx,17275,71.9602108569085,4725.20349568898,4725.20349568919,0.999999999999955,4312.6003745376,4312.57350396626,1.00000623075092,4052,4051,1.0001833453343,3822.90544860298,3822.16269896916,1.00019432705835,4650,101.617279477182,92.7440940760775,87,82.213020400064,Medium,806,60
E16_2024_2a605ace7d.gpx,2144,17.0578346242113,939.999954223633,939.999954223633,1,879.190072379134,879.182322130291,1.00000881529195,823,822,1.00114833548279,771.241322158559,770.065774487499,1.00152655488662,950,98.9473636024877,92.5463234083299,87,81.183297069322,Medium,80,60
Vut35.gpx,10389,34.9819903208963,2583.648,2476.664,1.04319681636266,2247.5623902803,2141.65940347332,1.04944903313535,2114,2009,1.0521054935098,1996.47980898953,1896.24314716547,1.05286065870502,2450,105.455020408163,91.737240419604,86,81.488971795491,Medium,1754,60
